literal	pos	family	voice	note
好景不長	u			no-source;fallback
好朋友	u			no-source;fallback
好極	u			no-source;fallback
好比	u			no-source;fallback
好玩	u			no-source;fallback
好看	u			no-source;fallback
好眼	u			no-source;fallback
好睇	u			no-source;fallback
好笑	u			no-source;fallback
好管閒事	u			no-source;fallback
好耐	u			no-source;fallback
好聲好氣	u			no-source;fallback
好聽	u			no-source;fallback
好衰	u			no-source;fallback
好言好語	u			no-source;fallback
好言相勸	u			no-source;fallback
好話	u			no-source;fallback
好説歹説	u			no-source;fallback
好轉	u			no-source;fallback
好返	u			no-source;fallback
好逸惡勞	u			no-source;fallback
好靚	u			no-source;fallback
好靜	u			no-source;fallback
好食	u			no-source;fallback
如	u			no-source;fallback
如上所述	u			no-source;fallback
如下所述	u			no-source;fallback
如今	u			no-source;fallback
如何	u			no-source;fallback
如何是好	u			no-source;fallback
如假包換	u			no-source;fallback
如出一轍	u			no-source;fallback
如坐針氈	u			no-source;fallback
如墜五里霧中	u			no-source;fallback
如履平地	u			no-source;fallback
如履薄冰	u			no-source;fallback
如常	u			no-source;fallback
如意算盤	u			no-source;fallback
如意郎君	u			no-source;fallback
如故	u			no-source;fallback
如是	u			no-source;fallback
如期	u			no-source;fallback
如期完成	u			no-source;fallback
如此	u			no-source;fallback
如此一來	u			no-source;fallback
如此而已	u			no-source;fallback
如此這般	u			no-source;fallback
如此類推	u			no-source;fallback
如沐春風	u			no-source;fallback
如火如茶	u			no-source;fallback
如火如荼	u			no-source;fallback
如痴如醉	u			no-source;fallback
如箭在弦	u			no-source;fallback
如花似玉	u			no-source;fallback
如花似錦	u			no-source;fallback
如蟻附羶	u			no-source;fallback
如詩如畫	u			no-source;fallback
如醉如痴	u			no-source;fallback
如釋重負	u			no-source;fallback
如願以償	u			no-source;fallback
如魚得水	u			no-source;fallback
妊娠試驗	u			no-source;fallback
妒忌	u			no-source;fallback
妖	u			no-source;fallback
妖冶	u			no-source;fallback
妖氣	u			no-source;fallback
妖言惑眾	u			no-source;fallback
妙	u			no-source;fallback
妙想天開	u			no-source;fallback
妙手回春	u			no-source;fallback
妙手空空	u			no-source;fallback
妙筆生花	u			no-source;fallback
妙語如珠	u			no-source;fallback
妙齡女子	u			no-source;fallback
妙齡女郎	u			no-source;fallback
妙齡少女	u			no-source;fallback
妝	u			no-source;fallback
妥	u			no-source;fallback
妥善處理	u			no-source;fallback
妳	u			no-source;fallback
妻兒老小	u			no-source;fallback
姊妹	u			no-source;fallback
始	u			no-source;fallback
始亂終棄	u			no-source;fallback
始料未及	u			no-source;fallback
始終不變	u			no-source;fallback
始終如一	u			no-source;fallback
姍姍來遲	u			no-source;fallback
姑妄聽之	u			no-source;fallback
姑妄言之	u			no-source;fallback
姑息養奸	u			no-source;fallback
姓	u			no-source;fallback
委以重任	u			no-source;fallback
委內瑞拉	u			no-source;fallback
委委屈屈	u			no-source;fallback
委屈求全	u			no-source;fallback
姣	u			no-source;fallback
姥姥	u			no-source;fallback
姦夫淫婦	u			no-source;fallback
姨姨	u			no-source;fallback
威	u			no-source;fallback
威信掃地	u			no-source;fallback
威力	u			no-source;fallback
威嚴	u			no-source;fallback
威懾	u			no-source;fallback
威懾力量	u			no-source;fallback
威武不屈	u			no-source;fallback
威武雄壯	u			no-source;fallback
威逼利誘	u			no-source;fallback
威震八方	u			no-source;fallback
威震天下	u			no-source;fallback
威風八面	u			no-source;fallback
威風凜凜	u			no-source;fallback
娑羅雙樹	u			no-source;fallback
娓娓而談	u			no-source;fallback
娓娓道來	u			no-source;fallback
娘親	u			no-source;fallback
娛樂場所	u			no-source;fallback
娛樂節目	u			no-source;fallback
娟	u			no-source;fallback
婆婆	u			no-source;fallback
婆婆媽媽	u			no-source;fallback
婆羅門教	u			no-source;fallback
婉拒	u			no-source;fallback
婚	u			no-source;fallback
婚喪喜慶	u			no-source;fallback
婚後	u			no-source;fallback
婚書	u			no-source;fallback
婚生子女	u			no-source;fallback
婦女運動	u			no-source;fallback
婦道人家	u			no-source;fallback
婷	u			no-source;fallback
婷婷	u			no-source;fallback
婷婷玉立	u			no-source;fallback
媳婦	u			no-source;fallback
媽	u			no-source;fallback
媽咪	u			no-source;fallback
嫁狗隨狗	u			no-source;fallback
嫁雞隨雞	u			no-source;fallback
嫂子	u			no-source;fallback
嫉惡如仇	u			no-source;fallback
嫉賢妒能	u			no-source;fallback
嫌棄	u			no-source;fallback
嫌貧愛富	u			no-source;fallback
嫣然一笑	u			no-source;fallback
嫦娥	u			no-source;fallback
嫻熟	u			no-source;fallback
嬉皮笑臉	u			no-source;fallback
嬉笑怒罵	u			no-source;fallback
嬌小	u			no-source;fallback
嬌弱	u			no-source;fallback
嬌生慣養	u			no-source;fallback
嬲	u			no-source;fallback
嬴	u			no-source;fallback
嬸	u			no-source;fallback
子子孫孫	u			no-source;fallback
子孫滿堂	u			no-source;fallback
子宮	u			no-source;fallback
子宮頸癌	u			no-source;fallback
孑然一身	u			no-source;fallback
孔子家語	u			no-source;fallback
孔武有力	u			no-source;fallback
孔融讓梨	u			no-source;fallback
孔雀開屏	u			no-source;fallback
孖	u			no-source;fallback
字字珠玉	u			no-source;fallback
字字珠璣	u			no-source;fallback
字斟句酌	u			no-source;fallback
字正腔圓	u			no-source;fallback
字母順序	u			no-source;fallback
字眼	u			no-source;fallback
字裏行間	u			no-source;fallback
字裡行間	u			no-source;fallback
存疑	u			no-source;fallback
孝子賢孫	u			no-source;fallback
孟加拉語	u			no-source;fallback
孟德斯鳩	u			no-source;fallback
孟母三遷	u			no-source;fallback
孢子植物	u			no-source;fallback
季風氣候	u			no-source;fallback
孤兒	u			no-source;fallback
孤兒寡婦	u			no-source;fallback
孤單	u			no-source;fallback
孤孤單單	u			no-source;fallback
孤家寡人	u			no-source;fallback
孤男寡女	u			no-source;fallback
孤立無援	u			no-source;fallback
孤膽英雄	u			no-source;fallback
孤苦伶仃	u			no-source;fallback
孤軍奮戰	u			no-source;fallback
孤陋寡聞	u			no-source;fallback
孤魂野鬼	u			no-source;fallback
孩提時代	u			no-source;fallback
孫仔	u			no-source;fallback
孫子	u			no-source;fallback
孫臏兵法	u			no-source;fallback
孭	u			no-source;fallback
孰真孰假	u			no-source;fallback
孰能無過	u			no-source;fallback
學以致用	u			no-source;fallback
學位論文	u			no-source;fallback
學位證書	u			no-source;fallback
學前教育	u			no-source;fallback
學士學位	u			no-source;fallback
學子	u			no-source;fallback
學富五車	u			no-source;fallback
學成歸國	u			no-source;fallback
學有所成	u			no-source;fallback
學有所長	u			no-source;fallback
學校同學	u			no-source;fallback
學校成績	u			no-source;fallback
學業	u			no-source;fallback
學歷	u			no-source;fallback
學無止境	u			no-source;fallback
學生手冊	u			no-source;fallback
學生會	u			no-source;fallback
學生運動	u			no-source;fallback
學童	u			no-source;fallback
學習刻苦	u			no-source;fallback
學習計劃	u			no-source;fallback
學而不思	u			no-source;fallback
學術	u			no-source;fallback
學術研究	u			no-source;fallback
學運	u			no-source;fallback
學齡兒童	u			no-source;fallback
孿生兄弟	u			no-source;fallback
它	u			no-source;fallback
宅	u			no-source;fallback
宅心仁厚	u			no-source;fallback
宇宙射線	u			no-source;fallback
宇宙空間	u			no-source;fallback
宇宙速度	u			no-source;fallback
宇宙飛船	u			no-source;fallback
守信	u			no-source;fallback
守口如瓶	u			no-source;fallback
守土有責	u			no-source;fallback
守恆定律	u			no-source;fallback
守法	u			no-source;fallback
守舊	u			no-source;fallback
守衛	u			no-source;fallback
守身如玉	u			no-source;fallback
安享晚年	u			no-source;fallback
安全帶	u			no-source;fallback
安全性	u			no-source;fallback
安全感	u			no-source;fallback
安全電壓	u			no-source;fallback
安分	u			no-source;fallback
安分守己	u			no-source;fallback
安守本分	u			no-source;fallback
安安心心	u			no-source;fallback
安安穩穩	u			no-source;fallback
安定	u			no-source;fallback
安居	u			no-source;fallback
安居樂業	u			no-source;fallback
安康	u			no-source;fallback
安徽	u			no-source;fallback
安撫	u			no-source;fallback
安樂窩	u			no-source;fallback
安步當車	u			no-source;fallback
安然	u			no-source;fallback
安睡	u			no-source;fallback
安穩	u			no-source;fallback
安第斯山	u			no-source;fallback
安非他命	u			no-source;fallback
完了	u			no-source;fallback
完事	u			no-source;fallback
完人	u			no-source;fallback
完全兼容	u			no-source;fallback
完全小學	u			no-source;fallback
完勝	u			no-source;fallback
完好如初	u			no-source;fallback
完好無損	u			no-source;fallback
完好無缺	u			no-source;fallback
完完全全	u			no-source;fallback
完滿	u			no-source;fallback
完畢	u			no-source;fallback
完美無瑕	u			no-source;fallback
完美無缺	u			no-source;fallback
完蛋	u			no-source;fallback
宏觀世界	u			no-source;fallback
宗教	u			no-source;fallback
宗教法庭	u			no-source;fallback
官僚作風	u			no-source;fallback
官僚政治	u			no-source;fallback
官僚資本	u			no-source;fallback
官商勾結	u			no-source;fallback
官報私仇	u			no-source;fallback
官宦人家	u			no-source;fallback
官復原職	u			no-source;fallback
官樣文章	u			no-source;fallback
官立學校	u			no-source;fallback
官逼民反	u			no-source;fallback
定	u			no-source;fallback
定係	u			no-source;fallback
定向越野	u			no-source;fallback
定性分析	u			no-source;fallback
定期	u			no-source;fallback
定期儲蓄	u			no-source;fallback
定海神針	u			no-source;fallback
定製	u			no-source;fallback
定量分析	u			no-source;fallback
宜	u			no-source;fallback
客	u			no-source;fallback
客場	u			no-source;fallback
客座教授	u			no-source;fallback
客服	u			no-source;fallback
客氣	u			no-source;fallback
客觀	u			no-source;fallback
客觀世界	u			no-source;fallback
客觀真理	u			no-source;fallback
客車	u			no-source;fallback
宣傳教育	u			no-source;fallback
室內	u			no-source;fallback
室內設計	u			no-source;fallback
宮保雞丁	u			no-source;fallback
宮廷政變	u			no-source;fallback
害	u			no-source;fallback
害人	u			no-source;fallback
害人不淺	u			no-source;fallback
害羞	u			no-source;fallback
害處	u			no-source;fallback
家人	u			no-source;fallback
家務	u			no-source;fallback
家喻户曉	u			no-source;fallback
家姐	u			no-source;fallback
家常豆腐	u			no-source;fallback
家底	u			no-source;fallback
家庭主夫	u			no-source;fallback
家庭作業	u			no-source;fallback
家庭地址	u			no-source;fallback
家庭教師	u			no-source;fallback
家庭計劃	u			no-source;fallback
家徒四壁	u			no-source;fallback
家無寧日	u			no-source;fallback
家用	u			no-source;fallback
家破人亡	u			no-source;fallback
家裏	u			no-source;fallback
家財萬貫	u			no-source;fallback
家道中落	u			no-source;fallback
家鄉	u			no-source;fallback
家長	u			no-source;fallback
家頭細務	u			no-source;fallback
容	u			no-source;fallback
容量分析	u			no-source;fallback
寄人籬下	u			no-source;fallback
寄託	u			no-source;fallback
寅吃卯糧	u			no-source;fallback
密不可分	u			no-source;fallback
密不透風	u			no-source;fallback
密切相連	u			no-source;fallback
密密匝匝	u			no-source;fallback
密密層層	u			no-source;fallback
密密麻麻	u			no-source;fallback
密碼保護	u			no-source;fallback
密鑼緊鼓	u			no-source;fallback
富可敵國	u			no-source;fallback
富國強兵	u			no-source;fallback
富家子弟	u			no-source;fallback
富得流油	u			no-source;fallback
富貴在天	u			no-source;fallback
富貴榮華	u			no-source;fallback
富貴逼人	u			no-source;fallback
寒光閃閃	u			no-source;fallback
寒意	u			no-source;fallback
寒暄	u			no-source;fallback
寒氣	u			no-source;fallback
寒酸	u			no-source;fallback
寒風刺骨	u			no-source;fallback
寓意深遠	u			no-source;fallback
察察為明	u			no-source;fallback
察言觀色	u			no-source;fallback
寡廉鮮恥	u			no-source;fallback
寡言	u			no-source;fallback
寡頭政治	u			no-source;fallback
寢食難安	u			no-source;fallback
寥寥	u			no-source;fallback
寥寥無幾	u			no-source;fallback
實	u			no-source;fallback
實不相瞞	u			no-source;fallback
實事求是	u			no-source;fallback
實力	u			no-source;fallback
實報實銷	u			no-source;fallback
實存	u			no-source;fallback
實實在在	u			no-source;fallback
實屬不易	u			no-source;fallback
實心	u			no-source;fallback
實戰	u			no-source;fallback
實況	u			no-source;fallback
實況轉播	u			no-source;fallback
實況錄音	u			no-source;fallback
實物	u			no-source;fallback
實習生	u			no-source;fallback
實而不華	u			no-source;fallback
實至名歸	u			no-source;fallback
實話	u			no-source;fallback
實話實説	u			no-source;fallback
實證	u			no-source;fallback
實變函數	u			no-source;fallback
實際	u			no-source;fallback
實際上	u			no-source;fallback
實際工資	u			no-source;fallback
寧夏	u			no-source;fallback
寧缺勿濫	u			no-source;fallback
寧缺毋濫	u			no-source;fallback
寧靜致遠	u			no-source;fallback
審	u			no-source;fallback
審核	u			no-source;fallback
審美活動	u			no-source;fallback
審美疲勞	u			no-source;fallback
審計	u			no-source;fallback
寫真	u			no-source;fallback
寬以待人	u			no-source;fallback
寬宏大度	u			no-source;fallback
寬宏大量	u			no-source;fallback
寬敞	u			no-source;fallback
寬衣解帶	u			no-source;fallback
寬鬆	u			no-source;fallback
寵愛有加	u			no-source;fallback
寶	u			no-source;fallback
寶刀未老	u			no-source;fallback
寶玉	u			no-source;fallback
寶貝疙瘩	u			no-source;fallback
寸土寸金	u			no-source;fallback
寸土必爭	u			no-source;fallback
寸步不讓	u			no-source;fallback
寸步難移	u			no-source;fallback
寸步難行	u			no-source;fallback
寸草不生	u			no-source;fallback
寸草不留	u			no-source;fallback
封山育林	u			no-source;fallback
封建思想	u			no-source;fallback
